"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2024-11-06,1,2024-11-03,0.4,37,"quantile","ILI incidence","NO"
2024-11-06,1,2024-11-03,0.45,52,"quantile","ILI incidence","NO"
2024-11-06,1,2024-11-03,0.5,70,"quantile","ILI incidence","NO"
2024-11-06,1,2024-11-03,0.55,30,"quantile","ILI incidence","NO"
2024-11-06,1,2024-11-03,0.6,39,"quantile","ILI incidence","NO"
2024-11-06,1,2024-11-03,0.65,55.35,"quantile","ILI incidence","NO"
2024-11-06,1,2024-11-03,0.7,77.3,"quantile","ILI incidence","NO"
2024-11-06,1,2024-11-03,0.75,33,"quantile","ILI incidence","NO"
2024-11-06,1,2024-11-03,0.8,42,"quantile","ILI incidence","NO"
2024-11-06,1,2024-11-03,0.85,61,"quantile","ILI incidence","NO"
2024-11-06,1,2024-11-03,0.9,82.1,"quantile","ILI incidence","NO"
2024-11-06,1,2024-11-03,0.95,39.05,"quantile","ILI incidence","NO"
2024-11-06,1,2024-11-03,0.975,48,"quantile","ILI incidence","NO"
2024-11-06,1,2024-11-03,0.99,72.01,"quantile","ILI incidence","NO"
2024-11-06,1,2024-11-03,0.01,521.97,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.025,586.475,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.05,694.9,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.1,802,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.15,533.85,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.2,614,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.25,712.75,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.3,821.8,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.35,546.65,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.4,631,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.45,724,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.5,838,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.55,558,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.6,643.4,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.65,740.35,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.7,854.3,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.75,576.25,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.8,659,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.85,754.15,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.9,876,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.95,596.05,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.975,680.575,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.99,800.08,"quantile","ILI incidence","PL"
2024-11-06,1,2024-11-03,0.01,0,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.025,0,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.05,0.95,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.1,3,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.15,0,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.2,1,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.25,2,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.3,4,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.35,1,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.4,2,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.45,3,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.5,5,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.55,1,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.6,2,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.65,4,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.7,6,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.75,2,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.8,3,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.85,5,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.9,8,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.95,4,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.975,5,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.99,7.01,"quantile","ILI incidence","RO"
2024-11-06,1,2024-11-03,0.01,14.98,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.025,39,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.05,93,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.1,211.9,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.15,21,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.2,47,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.25,103,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.3,223,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.35,24,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.4,51.6,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.45,109.55,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.5,228.5,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.55,26,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.6,56,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.65,115,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.7,235,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.75,29,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.8,61.2,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.85,122,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.9,245.2,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.95,34.05,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.975,67,"quantile","ILI incidence","SI"
2024-11-06,1,2024-11-03,0.99,134.05,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.01,7975.75,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.025,4045,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.05,5026.9,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.1,6426,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.15,8104.1,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.2,4117,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.25,5104,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.3,6473.7,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.35,8159.95,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.4,4154,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.45,5141.55,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.5,6523.5,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.55,8189.8,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.6,4196.8,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.65,5178.35,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.7,6579.3,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.75,8238.25,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.8,4231.8,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.85,5212.75,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.9,6651.6,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.95,8348.1,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.975,4318.525,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.99,5324.05,"quantile","ILI incidence","AT"
2024-11-06,2,2024-11-10,0.01,315.96,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.025,220.375,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.05,250.95,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.1,295.9,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.15,329.85,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.2,236.8,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.25,266.75,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.3,305,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.35,342.65,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.4,243.6,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.45,274,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.5,312,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.55,353,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.6,253,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.65,281,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.7,322.3,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.75,365,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.8,262,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.85,288.15,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.9,335.1,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.95,379.05,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.975,278.575,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.99,308.06,"quantile","ILI incidence","BE"
2024-11-06,2,2024-11-10,0.01,5,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.025,0,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.05,0,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.1,2,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.15,8,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.2,0.800000000000001,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.25,1,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.3,4,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.35,10,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.4,1,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.45,2,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.5,5,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.55,12,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.6,1,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.65,3,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.7,6,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.75,13.25,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.8,2,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.85,4,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.9,8,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.95,17,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.975,4,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.99,6,"quantile","ILI incidence","HR"
2024-11-06,2,2024-11-10,0.01,54.96,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.025,28.475,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.05,37,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.1,53,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.15,72.85,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.2,33,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.25,42,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.3,59,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.35,79,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.4,35.6,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.45,46,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.5,63,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.55,83,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.6,39,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.65,50,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.7,67,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.75,87,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.8,42,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.85,54,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.9,72.1,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.95,96,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.975,47,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.99,62.02,"quantile","ILI incidence","CZ"
2024-11-06,2,2024-11-10,0.01,305.99,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.025,177.85,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.05,213,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.1,268,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.15,322,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.2,197,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.25,230,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.3,280.4,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.35,336.65,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.4,205,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.45,240.55,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.5,288.5,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.55,345.45,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.6,210.4,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.65,250.35,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.7,298,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.75,355,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.8,222,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.85,260.15,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.9,310.1,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.95,365.2,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.975,235.525,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.99,276.12,"quantile","ILI incidence","DK"
2024-11-06,2,2024-11-10,0.01,539.99,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.025,335.475,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.05,393.95,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.1,475,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.15,559.7,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.2,356.8,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.25,412,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.3,492,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.35,576,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.4,364,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.45,423.55,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.5,505,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.55,588,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.6,375.4,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.65,439,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.7,514.3,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.75,604.25,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.8,388,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.85,458,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.9,530.1,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.95,624.05,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.975,402.05,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.99,488.06,"quantile","ILI incidence","EE"
2024-11-06,2,2024-11-10,0.01,778.97,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.025,257,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.05,365.9,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.1,547.9,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.15,808,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.2,271.6,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.25,386,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.3,565.4,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.35,829,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.4,280.6,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.45,395.55,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.5,580,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.55,843,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.6,289,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.65,408,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.7,592.3,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.75,853,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.8,297,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.85,421.15,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.9,610.1,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.95,881.3,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.975,315.575,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.99,442.12,"quantile","ILI incidence","FR"
2024-11-06,2,2024-11-10,0.01,1992.94,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.025,940.85,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.05,1193.8,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.1,1590.6,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.15,2025.85,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.2,973.8,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.25,1231,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.3,1611,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.35,2057,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.4,999.6,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.45,1245.55,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.5,1630.5,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.55,2088.9,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.6,1011,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.65,1273,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.7,1647.6,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.75,2102.25,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.8,1035.2,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.85,1297,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.9,1689.1,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.95,2154.2,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.975,1076.675,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.99,1327.08,"quantile","ILI incidence","GR"
2024-11-06,2,2024-11-10,0.01,543.98,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.025,263.9,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.05,335.95,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.1,441.9,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.15,563.7,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.2,283,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.25,352.75,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.3,453.4,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.35,575.65,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.4,291.6,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.45,361,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.5,464.5,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.55,588,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.6,302,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.65,370.35,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.7,473.3,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.75,600,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.8,312,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.85,380.15,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.9,489,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.95,619.05,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.975,328.625,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.99,398.05,"quantile","ILI incidence","HU"
2024-11-06,2,2024-11-10,0.01,4.99,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.025,2.475,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.05,4.95,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.1,6,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.15,8.85,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.2,5,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.25,7,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.3,8,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.35,10.65,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.4,6.6,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.45,8,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.5,10,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.55,12,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.6,8,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.65,9.35000000000001,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.7,12,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.75,14,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.8,10,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.85,11,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.9,15,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.95,18.05,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.975,13.525,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.99,15.02,"quantile","ILI incidence","IE"
2024-11-06,2,2024-11-10,0.01,389.95,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.025,38.475,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.05,84.95,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.1,187,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.15,410.7,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.2,45.8,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.25,89,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.3,199,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.35,425,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.4,49,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.45,95.55,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.5,207.5,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.55,435.45,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.6,52,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.65,100,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.7,213.3,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.75,447,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.8,57,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.85,105,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.9,224.1,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.95,481,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.975,63,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.99,118.08,"quantile","ILI incidence","LV"
2024-11-06,2,2024-11-10,0.01,1209.94,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.025,30.475,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.05,111,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.1,392,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.15,1254.85,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.2,37,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.25,122,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.3,402.7,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.35,1281.65,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.4,41.6,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.45,128.55,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.5,411,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.55,1301,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.6,45,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.65,134,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.7,422,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.75,1320.5,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.8,48,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.85,140,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.9,442,"quantile","ILI incidence","LT"
